series_id	industry_code	product_code	seasonal	bench_date	footnote_codes	begin_year	begin_period	end_year	end_period
NDU1133101133101              	113310	1133101	U	198112	          	1981	M12	2011	M11
NDU1133101133103              	113310	1133103	U	198112	          	1981	M12	2011	M13
NDU1133101133105              	113310	1133105	U	198112	          	1981	M12	2011	M13
NDU1133101133107              	113310	1133107	U	198206	          	1982	M06	2011	M13
NDU1133101133109              	113310	1133109	U	198112	          	1981	M12	2011	M13
NDU2111112111115              	211111	2111115	U	198406	          	1975	M12	2006	M13
NDU2111122111122              	211112	2111122	U	198406	          	1984	M06	2006	M13
NDU211112211112221            	211112	211112221	U	198406	          	1984	M06	2006	M13
NDU211112211112231            	211112	211112231	U	198406	          	1984	M06	2006	M13
NDU211112211112232            	211112	211112232	U	198406	          	1984	M06	2006	M13
NDU211112211112298            	211112	211112298	U	199606	          	1996	M06	2006	M13
NDU211112211112M              	211112	211112M	U	200206	          	2002	M06	2002	M12
NDU212111212111101            	212111	212111101	U	200112	          	2001	M12	2006	M13
NDU212111212111103            	212111	212111103	U	200112	          	2001	M12	2006	M13
NDU2121112121112              	212111	2121112	U	200112	          	2001	M12	2006	M13
NDU212111212111201            	212111	212111201	U	200112	          	2001	M12	2006	M13
NDU212111212111217            	212111	212111217	U	200112	          	2001	M12	2006	M13
NDU212111212111218            	212111	212111218	U	200112	          	2001	M12	2006	M13
NDU212111212111219            	212111	212111219	U	200112	          	2001	M12	2006	M13
NDU21211121211132             	212111	21211132	U	200112	          	2001	M12	2011	M13
NDU21211121211133             	212111	21211133	U	200112	          	2001	M12	2011	M13
NDU21211121211134             	212111	21211134	U	200112	          	2001	M12	2011	M13
NDU212111212111M              	212111	212111M	U	200112	          	2001	M12	2008	M05
NDU212111212111S              	212111	212111S	U	200112	          	2001	M12	2008	M06
NDU2121122121122              	212112	2121122	U	200112	          	2001	M12	2006	M13
NDU212112212112201            	212112	212112201	U	200112	          	2001	M12	2006	M13
NDU212112212112217            	212112	212112217	U	200112	          	2001	M12	2006	M13
NDU212113212113M              	212113	212113M	U	197912	          	1979	M12	1980	M12
NDU212113212113SM             	212113	212113SM	U	197912	          	1979	M12	1980	M12
NDU2122102122108              	212210	2122108	U	199712	          	1997	M12	2011	M13
NDU2122212122213              	212221	2122213	U	198506	          	1985	M06	2006	M13
NDU212222212222               	212222	212222	U	198312	          	1983	M12	1993	M08
NDU212222212222P              	212222	212222P	U	198312	          	1983	M12	1993	M08
NDU2122312122312              	212231	2122312	U	198512	          	1985	M12	2002	M06
NDU212231212231214            	212231	212231214	U	198512	          	1985	M12	1996	M01
NDU212231212231215            	212231	212231215	U	198512	          	1985	M12	2002	M06
NDU212231212231P              	212231	212231P	U	198512	          	1985	M12	2002	M06
NDU2122342122343              	212234	2122343	U	200106	          	2001	M06	2008	M11
NDU2122342122345              	212234	2122345	U	200106	          	2001	M06	2010	M13
NDU2123112123111              	212311	2123111	U	198506	          	1985	M06	2006	M13
NDU2123112123112              	212311	2123112	U	198506	          	1985	M06	2005	M06
NDU2123122123123              	212312	2123123	U	198312	          	1983	M12	2006	M13
NDU2123132123132              	212313	2123132	U	198312	          	1983	M12	2006	M13
NDU2123192123191              	212319	2123191	U	198312	          	1983	M12	2006	M13
NDU2123212123211              	212321	2123211	U	200606	          	2006	M06	2011	M13
NDU2123212123212              	212321	2123212	U	200606	          	2006	M06	2011	M13
NDU21232121232121             	212321	21232121	U	200606	          	2006	M06	2011	M13
NDU21232121232122             	212321	21232122	U	200606	          	2006	M06	2011	M13
NDU2123212123213              	212321	2123213	U	198206	          	1947	M01	2006	M06
NDU21232121232138             	212321	21232138	U	198206	          	1982	M06	2006	M06
NDU21232121232139             	212321	21232139	U	198206	          	1982	M06	2006	M06
NDU2123212123213A             	212321	2123213A	U	198206	          	1982	M06	2006	M06
NDU2123212123213B             	212321	2123213B	U	198206	          	1982	M06	2006	M06
NDU2123212123213C             	212321	2123213C	U	198206	          	1982	M06	2006	M06
NDU2123212123213D             	212321	2123213D	U	198206	          	1982	M06	2006	M06
NDU2123212123215              	212321	2123215	U	198206	          	1982	M06	2006	M06
NDU21232121232158             	212321	21232158	U	198206	          	1982	M06	2006	M06
NDU21232121232159             	212321	21232159	U	198206	          	1982	M06	2006	M06
NDU2123212123215A             	212321	2123215A	U	198206	          	1982	M06	2006	M06
NDU2123212123215B             	212321	2123215B	U	198206	          	1982	M06	2006	M06
NDU2123212123215C             	212321	2123215C	U	198206	          	1982	M06	2006	M06
NDU2123212123215D             	212321	2123215D	U	198206	          	1982	M06	2006	M06
NDU2123222123225              	212322	2123225	U	198206	          	1982	M06	2006	M06
NDU2123242123241              	212324	2123241	U	198406	          	1984	M06	2000	M07
NDU2123242123242              	212324	2123242	U	198406	          	1984	M06	2007	M06
NDU2123252123251              	212325	2123251	U	198406	          	1984	M06	2006	M13
NDU2123252123252              	212325	2123252	U	198412	          	1984	M12	2006	M13
NDU2123252123253              	212325	2123253	U	199706	          	1997	M06	1997	M12
NDU2123252123254              	212325	2123254	U	198412	          	1984	M12	2007	M04
NDU2123252123256              	212325	2123256	U	198406	          	1984	M06	1997	M06
NDU2123252123257              	212325	2123257	U	198406	          	1984	M06	2006	M13
NDU212325212325A              	212325	212325A	U	198406	          	1984	M06	1997	M06
NDU212325212325C              	212325	212325C	U	198406	          	1984	M06	2011	M13
NDU212325212325D              	212325	212325D	U	199706	          	1997	M06	1997	M12
NDU2123912123912              	212391	2123912	U	198412	          	1984	M12	2007	M06
NDU2123912123914              	212391	2123914	U	198412	          	1984	M12	1995	M13
NDU2123912123915              	212391	2123915	U	200706	          	2007	M06	2011	M13
NDU212392212392               	212392	212392	U	198212	          	1982	M12	2011	M06
NDU2123922123921              	212392	2123921	U	198212	          	1982	M12	1986	M08
NDU212392212392101            	212392	212392101	U	198212	          	1982	M12	1986	M08
NDU2123922123922              	212392	2123922	U	198212	          	1975	M12	1995	M13
NDU212392212392201            	212392	212392201	U	198212	          	1982	M12	1994	M13
NDU212392212392206            	212392	212392206	U	198212	          	1982	M12	1994	M13
NDU2123922123923              	212392	2123923	U	198212	          	1975	M12	1995	M13
NDU212392212392P              	212392	212392P	U	198212	          	1982	M12	2011	M06
NDU2123932123931              	212393	2123931	U	198412	          	1984	M12	2011	M13
NDU2123932123934              	212393	2123934	U	198412	          	1984	M12	1994	M02
NDU2123932123935              	212393	2123935	U	198412	          	1984	M12	1994	M02
NDU2123932123939              	212393	2123939	U	198912	          	1989	M12	2006	M06
NDU212399212399M              	212399	212399M	U	199912	          	1999	M12	2005	M01
NDU2131122131122              	213112	2131122	U	198512	          	1985	M12	2006	M06
NDU213112213112S              	213112	213112S	U	198512	          	1985	M12	2000	M13
NDU2131132131134              	213113	2131134	U	198506	          	1985	M06	2006	M13
NDU2131142131148              	213114	2131148	U	198512	          	1985	M12	2006	M13
NDU2131152131158              	213115	2131158	U	198506	          	1985	M06	2006	M13
NDU213115213115M              	213115	213115M	U	199812	          	1998	M12	2007	M06
NDU213115213115S              	213115	213115S	U	200006	          	2000	M06	2000	M12
NDU22112222112244             	221122	22112244	U	199012	          	1990	M12	2010	M13
NDU221210221210116            	221210	221210116	U	199012	          	1990	M12	2003	M13
NDU31111131111112             	311111	31111112	U	199106	          	1991	M06	2011	M13
NDU31111131111113             	311111	31111113	U	199106	          	1991	M06	2011	M13
NDU3111113111113              	311111	3111113	U	198512	          	1985	M12	2005	M06
NDU311111311111324            	311111	311111324	U	199812	          	1998	M12	2005	M06
NDU311111311111326            	311111	311111326	U	199106	          	1991	M06	2005	M06
NDU311111311111338            	311111	311111338	U	199106	          	1991	M06	2005	M06
NDU311111311111401            	311111	311111401	U	199812	          	1998	M12	2005	M06
NDU311111311111402            	311111	311111402	U	199812	          	1998	M12	2005	M06
NDU31111131111141             	311111	31111141	U	200506	          	2005	M06	2011	M13
NDU31111131111142             	311111	31111142	U	200506	          	2005	M06	2011	M13
NDU31111131111143             	311111	31111143	U	199812	          	1998	M12	2011	M13
NDU311111311111M              	311111	311111M	U	199106	          	1991	M06	2005	M06
NDU31111931111911             	311119	31111911	U	199712	          	1997	M12	2011	M13
NDU31111931111912             	311119	31111912	U	198012	          	1962	M01	2011	M13
NDU31111931111913             	311119	31111913	U	199712	          	1997	M12	2011	M13
NDU3111193111194              	311119	3111194	U	198012	          	1980	M12	2011	M13
NDU3111193111197              	311119	3111197	U	198012	          	1980	M12	2011	M13
NDU311119311119A              	311119	311119A	U	198012	          	1980	M12	2011	M13
NDU311119311119D              	311119	311119D	U	198012	          	1980	M12	2011	M13
NDU311119311119G              	311119	311119G	U	198012	          	1980	M12	2011	M13
NDU311119311119J              	311119	311119J	U	198012	          	1980	M12	2011	M13
NDU311119311119T              	311119	311119T	U	199106	          	1991	M06	2006	M13
NDU31121131121111             	311211	31121111	U	200412	          	2004	M12	2011	M13
NDU31121131121118             	311211	31121118	U	200412	          	2004	M12	2011	M13
NDU311211311211D              	311211	311211D	U	198306	          	1983	M06	2006	M13
NDU31121231121201             	311212	31121201	U	200306	          	2003	M06	2011	M13
NDU31121231121202             	311212	31121202	U	200306	          	2003	M06	2011	M13
NDU31121231121203             	311212	31121203	U	200306	          	2003	M06	2011	M13
NDU3112123112121              	311212	3112121	U	200312	          	2003	M12	2006	M13
NDU31121231121211             	311212	31121211	U	200306	          	2003	M06	2006	M13
NDU31121231121212             	311212	31121212	U	200306	          	2003	M06	2006	M13
NDU31121231121213             	311212	31121213	U	200306	          	2003	M06	2006	M13
NDU31121231121214             	311212	31121214	U	200306	          	2003	M06	2006	M13
NDU3112133112131              	311213	3112131	U	198506	          	1967	M01	2006	M13
NDU311213311213M              	311213	311213M	U	199212	          	1992	M12	1999	M13
NDU311213311213MM             	311213	311213MM	U	199212	          	1992	M12	1999	M13
NDU3112213112217              	311221	3112217	U	198506	          	1985	M06	1992	M08
NDU311222311222               	311222	311222	U	197912	          	1967	M01	2011	M13
NDU3112223112221              	311222	3112221	U	197912	          	1965	M01	2011	M13
NDU31122231122211             	311222	31122211	U	198805	          	1988	M05	2011	M13
NDU31122231122212             	311222	31122212	U	200312	          	2003	M12	2011	M13
NDU3112223112224              	311222	3112224	U	197912	          	1965	M01	2011	M13
NDU31122231122241             	311222	31122241	U	200912	          	2009	M12	2011	M13
NDU31122231122242             	311222	31122242	U	200912	          	2009	M12	2011	M13
NDU311222311222M              	311222	311222M	U	197912	          	1979	M12	1983	M07
NDU311222311222P              	311222	311222P	U	197912	          	1979	M12	2011	M13
NDU311222311222S              	311222	311222S	U	197912	          	1979	M12	2009	M07
NDU311222311222S1             	311222	311222S1	U	200907	          	2009	M07	2009	M12
NDU311222311222SM             	311222	311222SM	U	197912	          	1979	M12	1980	M12
NDU311223311223               	311223	311223	U	200312	          	2003	M12	2011	M13
NDU3112233112231              	311223	3112231	U	198506	          	1965	M01	1998	M13
NDU3112233112234              	311223	3112234	U	198506	          	1985	M06	2011	M13
NDU3112233112237              	311223	3112237	U	198506	          	1985	M06	2011	M13
NDU311223311223A              	311223	311223A	U	198506	          	1965	M01	2011	M13
NDU311223311223A1             	311223	311223A1	U	198506	          	1947	M01	2004	M13
NDU311223311223A2             	311223	311223A2	U	199812	          	1998	M12	2004	M13
NDU311223311223D              	311223	311223D	U	199901	          	1999	M01	2011	M13
NDU311223311223G              	311223	311223G	U	198512	          	1965	M01	2011	M13
NDU311223311223J              	311223	311223J	U	198512	          	1985	M12	2011	M13
NDU311223311223M              	311223	311223M	U	200312	          	2003	M12	2011	M13
NDU311223311223P              	311223	311223P	U	200312	          	2003	M12	2011	M13
NDU311223311223S              	311223	311223S	U	200312	          	2003	M12	2011	M06
NDU3112253112251              	311225	3112251	U	198112	          	1981	M12	2006	M13
NDU31122531122511             	311225	31122511	U	200402	          	2004	M02	2006	M13
NDU31122531122512             	311225	31122512	U	198112	          	1981	M12	1994	M13
NDU31122531122513             	311225	31122513	U	198112	          	1981	M12	1994	M13
NDU31122531122514             	311225	31122514	U	200402	          	2004	M02	2006	M13
NDU31122531122515             	311225	31122515	U	200312	          	2003	M12	2006	M13
NDU31122531122517             	311225	31122517	U	198912	          	1989	M12	2006	M13
NDU31122531122521             	311225	31122521	U	200402	          	2004	M02	2011	M13
NDU31122531122522             	311225	31122522	U	198112	          	1981	M12	1994	M13
NDU31122531122523             	311225	31122523	U	198112	          	1981	M12	1994	M13
NDU31122531122524             	311225	31122524	U	200402	          	2004	M02	2011	M13
NDU31122531122525             	311225	31122525	U	200312	          	2003	M12	2011	M13
NDU31122531122527             	311225	31122527	U	198912	          	1989	M12	2011	M13
NDU31123031123011             	311230	31123011	U	198312	          	1983	M12	2011	M13
NDU311230311230111            	311230	311230111	U	198312	          	1983	M12	2006	M13
NDU311230311230112            	311230	311230112	U	198312	          	1983	M12	2006	M13
NDU311230311230115            	311230	311230115	U	198312	          	1983	M12	2006	M13
NDU311230311230118            	311230	311230118	U	200012	          	2000	M12	2006	M13
NDU31123031123012             	311230	31123012	U	198312	          	1983	M12	2011	M13
NDU31123031123013             	311230	31123013	U	198312	          	1983	M12	2011	M13
NDU31123031123014             	311230	31123014	U	200806	          	2008	M06	2011	M13
NDU31123031123015             	311230	31123015	U	200806	          	2008	M06	2011	M13
NDU31123031123016             	311230	31123016	U	200012	          	2000	M12	2008	M06
NDU3112303112304              	311230	3112304	U	200012	          	2000	M12	2011	M13
NDU311230311230M              	311230	311230M	U	200012	          	2000	M12	2003	M13
NDU311311311311               	311311	311311	U	198206	          	1967	M01	2011	M13
NDU3113113113110              	311311	3113110	U	198206	          	1967	M01	2011	M13
NDU3113113113111              	311311	3113111	U	198206	          	1967	M01	2006	M13
NDU311311311311P              	311311	311311P	U	198206	          	1967	M01	2011	M13
NDU311312311312               	311312	311312	U	198206	          	1982	M06	2011	M13
NDU3113123113120              	311312	3113120	U	198206	          	1982	M06	2011	M13
NDU3113123113121              	311312	3113121	U	198206	          	1982	M06	2006	M13
NDU311312311312P              	311312	311312P	U	198206	          	1982	M06	2011	M13
NDU311312311312S              	311312	311312S	U	200212	          	2002	M12	2008	M13
NDU3113133113131              	311313	3113131	U	198206	          	1982	M06	2006	M13
NDU31132-31132-               	31132-	31132-	U	200312	          	2003	M12	2011	M11
NDU311320311320               	311320	311320	U	198306	          	1983	M06	2011	M11
NDU3113203113201              	311320	3113201	U	198306	          	1967	M01	2011	M11
NDU31132031132011             	311320	31132011	U	198306	          	1947	M01	2006	M06
NDU311320311320122            	311320	311320122	U	198306	          	1947	M01	2006	M06
NDU311320311320172            	311320	311320172	U	199806	          	1998	M06	2006	M06
NDU3113203113202              	311320	3113202	U	198306	          	1983	M06	2006	M06
NDU311320311320295            	311320	311320295	U	199806	          	1998	M06	2006	M06
NDU3113203113202A             	311320	3113202A	U	199106	          	1991	M06	2006	M06
NDU3113203113202B             	311320	3113202B	U	199505	          	1995	M05	2006	M06
NDU3113203113204              	311320	3113204	U	198306	          	1983	M06	2011	M11
NDU3113203113207              	311320	3113207	U	198306	          	1983	M06	2011	M11
NDU31132031132071             	311320	31132071	U	200606	          	2006	M06	2011	M11
NDU31132031132072             	311320	31132072	U	200606	          	2006	M06	2011	M11
NDU31132031132073             	311320	31132073	U	200606	          	2006	M06	2011	M11
NDU3113203113209              	311320	3113209	U	198306	          	1983	M06	2006	M06
NDU311320311320P              	311320	311320P	U	198306	          	1983	M06	2011	M11
NDU311320311320S              	311320	311320S	U	198306	          	1983	M06	2007	M13
NDU311320311320SS             	311320	311320SS	U	198306	          	1983	M06	1991	M06
NDU31133-31133-               	31133-	31133-	U	200312	          	2003	M12	2011	M11
NDU311330311330               	311330	311330	U	200312	          	2003	M12	2011	M11
NDU3113303113301              	311330	3113301	U	198306	          	1983	M06	2011	M11
NDU3113303113302              	311330	3113302	U	200312	          	2003	M12	2011	M11
NDU311330311330M              	311330	311330M	U	200312	          	2003	M12	2011	M11
NDU311330311330P              	311330	311330P	U	200312	          	2003	M12	2011	M11
NDU311330311330S              	311330	311330S	U	200312	          	2003	M12	2011	M11
NDU31141131141112             	311411	31141112	U	198106	          	1947	M01	2011	M13
NDU311411311411179            	311411	311411179	U	198106	          	1947	M01	2005	M06
NDU311411311411195            	311411	311411195	U	198106	          	1981	M06	2005	M06
NDU311411311411197            	311411	311411197	U	199812	          	1981	M06	2005	M05
NDU3114113114111A             	311411	3114111A	U	199012	          	1990	M12	2005	M06
NDU3114113114111B             	311411	3114111B	U	199012	          	1990	M12	2005	M06
NDU3114113114111C             	311411	3114111C	U	199012	          	1990	M12	2005	M06
NDU3114113114112              	311411	3114112	U	198106	          	1947	M01	2005	M06
NDU311411311411214            	311411	311411214	U	199706	          	1997	M06	2005	M06
NDU311411311411245            	311411	311411245	U	199012	          	1990	M12	2005	M06
NDU311411311411248            	311411	311411248	U	198106	          	1967	M01	2005	M06
NDU311411311411249            	311411	311411249	U	198106	          	1981	M06	2005	M06
NDU31141131141141             	311411	31141141	U	199706	          	1997	M06	2011	M13
NDU31141131141142             	311411	31141142	U	199012	          	1990	M12	2011	M13
NDU31141131141143             	311411	31141143	U	198106	          	1967	M01	2011	M05
NDU31141131141144             	311411	31141144	U	198106	          	1981	M06	2011	M13
NDU31141231141216             	311412	31141216	U	198212	          	1982	M12	2011	M13
NDU31141231141217             	311412	31141217	U	200506	          	2005	M06	2011	M13
NDU31141231141218             	311412	31141218	U	200506	          	2005	M06	2011	M13
NDU3114123114122              	311412	3114122	U	198212	          	1975	M12	2005	M06
NDU311412311412223            	311412	311412223	U	198212	          	1982	M12	2004	M05
NDU311412311412226            	311412	311412226	U	198212	          	1982	M12	2005	M06
NDU311412311412252            	311412	311412252	U	198212	          	1982	M12	2005	M06
NDU311412311412299            	311412	311412299	U	199812	          	1998	M12	2005	M06
NDU311412311412463            	311412	311412463	U	199106	          	1991	M06	2005	M06
NDU311412311412469            	311412	311412469	U	199106	          	1991	M06	2005	M06
NDU3114213114214              	311421	3114214	U	198106	          	1965	M01	2011	M13
NDU3114213114217              	311421	3114217	U	198106	          	1975	M12	1997	M13
NDU311421311421J              	311421	311421J	U	199506	          	1995	M06	2011	M13
NDU311421311421N              	311421	311421N	U	199506	          	1995	M06	2011	M13
NDU3114223114221              	311422	3114221	U	198212	          	1963	M12	2007	M13
NDU3114223114222              	311422	3114222	U	198212	          	1947	M01	2006	M13
NDU3114223114223              	311422	3114223	U	198212	          	1982	M12	2006	M13
NDU3114223114224              	311422	3114224	U	198212	          	1982	M12	2006	M13
NDU3114223114229              	311422	3114229	U	200806	          	2008	M06	2011	M13
NDU311422311422A              	311422	311422A	U	198212	          	1947	M01	2011	M13
NDU311422311422B              	311422	311422B	U	198212	          	1982	M12	2008	M06
NDU3114233114234              	311423	3114234	U	198212	          	1982	M12	2006	M13
NDU3115113115114              	311511	3115114	U	198212	          	1967	M01	2006	M13
NDU31151131151141             	311511	31151141	U	198212	          	1982	M12	2006	M13
NDU31151131151142             	311511	31151142	U	198212	          	1982	M12	2006	M13
NDU31151131151143             	311511	31151143	U	198212	          	1982	M12	2006	M13
NDU31151131151144             	311511	31151144	U	199806	          	1998	M06	2006	M13
NDU3115123115121              	311512	3115121	U	198406	          	1984	M06	2006	M13
NDU31151331151311             	311513	31151311	U	200412	          	2004	M12	2006	M13
NDU3115133115131151           	311513	3115131151	U	200412	          	2004	M12	2010	M06
NDU31151331151312             	311513	31151312	U	200412	          	2004	M12	2006	M13
NDU31151331151313             	311513	31151313	U	200412	          	2004	M12	2006	M13
NDU3115133115133              	311513	3115133	U	198106	          	1967	M01	2004	M13
NDU311513311513302            	311513	311513302	U	198106	          	1981	M06	2004	M13
NDU31151331151330201          	311513	31151330201	U	198106	          	1981	M06	2004	M13
NDU31151331151330211          	311513	31151330211	U	198106	          	1981	M06	2004	M13
NDU311513311513303            	311513	311513303	U	198106	          	1981	M06	2004	M13
NDU31151331151330301          	311513	31151330301	U	198106	          	1981	M06	2004	M13
NDU31151331151330311          	311513	31151330311	U	198106	          	1981	M06	2004	M13
NDU311513311513305            	311513	311513305	U	198106	          	1981	M06	2004	M13
NDU311513311513307            	311513	311513307	U	198106	          	1981	M06	2004	M13
NDU311513311513311            	311513	311513311	U	198106	          	1981	M06	2004	M13
NDU311513311513411            	311513	311513411	U	198106	          	1973	M01	2004	M13
NDU311513311513413            	311513	311513413	U	198106	          	1981	M06	2004	M13
NDU311513311513415            	311513	311513415	U	198106	          	1981	M06	1999	M05
NDU311513311513419            	311513	311513419	U	198106	          	1981	M06	1995	M06
NDU3115143115144              	311514	3115144	U	198312	          	1967	M01	2006	M13
NDU3115203115201              	311520	3115201	U	198306	          	1965	M01	2006	M13
NDU31152031152011             	311520	31152011	U	198306	          	1983	M06	2006	M13
NDU311520311520114            	311520	311520114	U	198306	          	1983	M06	2005	M13
NDU311520311520115            	311520	311520115	U	198306	          	1983	M06	2005	M13
NDU31152031152011502          	311520	31152011502	U	199206	          	1992	M06	2005	M13
NDU31152031152011503          	311520	31152011503	U	199206	          	1992	M06	2005	M13
NDU311520311520117            	311520	311520117	U	199206	          	1992	M06	2005	M13
NDU311520311520119            	311520	311520119	U	199812	          	1998	M12	2005	M13
NDU31152031152012             	311520	31152012	U	198306	          	1983	M06	2006	M13
NDU311520311520121            	311520	311520121	U	199206	          	1992	M06	2005	M13
NDU311520311520123            	311520	311520123	U	199812	          	1998	M12	2005	M13
NDU31152031152013             	311520	31152013	U	199206	          	1992	M06	2006	M13
NDU31152031152014             	311520	31152014	U	199812	          	1998	M12	2006	M13
NDU31152031152015             	311520	31152015	U	199812	          	1998	M12	2006	M13
NDU3115203115201A             	311520	3115201A	U	199812	          	1998	M12	2005	M13
NDU3115203115201B             	311520	3115201B	U	199812	          	1998	M12	2005	M13
NDU31161131161111             	311611	31161111	U	198012	          	1980	M12	2008	M06
NDU31161131161112             	311611	31161112	U	199512	          	1995	M12	2008	M06
NDU31161131161113             	311611	31161113	U	198012	          	1980	M12	2008	M06
NDU31161131161114             	311611	31161114	U	198012	          	1980	M12	2008	M06
NDU3116113116111A             	311611	3116111A	U	198012	          	1980	M12	2011	M13
NDU3116113116111B             	311611	3116111B	U	200806	          	2008	M06	2011	M13
NDU3116113116111C             	311611	3116111C	U	199512	          	1995	M12	2011	M13
NDU3116113116111D             	311611	3116111D	U	200806	          	2008	M06	2011	M13
NDU3116113116111E             	311611	3116111E	U	198012	          	1980	M12	2011	M13
NDU3116113116111F             	311611	3116111F	U	198012	          	1980	M12	2011	M13
NDU311611311611T              	311611	311611T	U	198012	          	1980	M12	2006	M13
NDU3116133116131              	311613	3116131	U	198212	          	1967	M01	2011	M13
NDU3116133116134              	311613	3116134	U	198212	          	1967	M01	2006	M13
NDU31161331161341             	311613	31161341	U	198212	          	1982	M12	2006	M13
NDU31161331161342             	311613	31161342	U	198212	          	1982	M12	2006	M13
NDU31161531161511             	311615	31161511	U	198112	          	1981	M12	2011	M13
NDU3116153116151111           	311615	3116151111	U	198112	          	1981	M12	2006	M13
NDU31161531161512             	311615	31161512	U	200806	          	2008	M06	2011	M13
NDU3116153116151221           	311615	3116151221	U	198112	          	1981	M12	2006	M13
NDU31161531161513             	311615	31161513	U	198112	          	1981	M12	2011	M13
NDU3116153116151331           	311615	3116151331	U	198112	          	1981	M12	2006	M13
NDU31161531161514             	311615	31161514	U	198112	          	1981	M12	2011	M13
NDU3116153116151441           	311615	3116151441	U	198112	          	1981	M12	2006	M13
NDU31161531161515             	311615	31161515	U	200806	          	2008	M06	2011	M13
NDU31161531161516             	311615	31161516	U	198112	          	1981	M12	2008	M06
NDU3116153116154              	311615	3116154	U	198112	          	1981	M12	2002	M03
NDU311711311711               	311711	311711	U	198412	          	1973	M12	2011	M13
NDU3117113117110              	311711	3117110	U	198412	          	1965	M01	2011	M13
NDU31171131171106             	311711	31171106	U	198502	          	1985	M02	2005	M13
NDU31171131171107             	311711	31171107	U	199706	          	1997	M06	2005	M13
NDU3117113117111              	311711	3117111	U	198412	          	1965	M01	2006	M13
NDU31171131171111             	311711	31171111	U	199706	          	1997	M06	2005	M13
NDU31171131171116             	311711	31171116	U	198502	          	1985	M02	2005	M13
NDU31171131171117             	311711	31171117	U	199706	          	1997	M06	2005	M13
NDU311711311711M              	311711	311711M	U	199706	          	1997	M06	2011	M11
NDU311711311711P              	311711	311711P	U	198412	          	1984	M12	2011	M13
NDU311711311711S              	311711	311711S	U	198412	          	1984	M12	2010	M07
NDU311711311711SS             	311711	311711SS	U	198412	          	1984	M12	1989	M06
NDU311712311712               	311712	311712	U	198212	          	1965	M01	2011	M13
NDU3117123117121              	311712	3117121	U	198212	          	1965	M01	2011	M13
NDU3117123117122              	311712	3117122	U	198212	          	1975	M12	2011	M13
NDU3117123117123              	311712	3117123	U	199612	          	1996	M12	2011	M13
NDU31171231171231             	311712	31171231	U	199612	          	1996	M12	2011	M13
NDU31171231171232             	311712	31171232	U	199612	          	1996	M12	2011	M13
NDU3117123117124              	311712	3117124	U	199612	          	1996	M12	2011	M13
NDU31171231171241             	311712	31171241	U	200606	          	2006	M06	2011	M13
NDU31171231171242             	311712	31171242	U	200606	          	2006	M06	2011	M13
NDU311712311712M              	311712	311712M	U	198212	          	1982	M12	2011	M13
NDU311712311712MM             	311712	311712MM	U	198212	          	1982	M12	1996	M07
NDU311712311712P              	311712	311712P	U	198212	          	1982	M12	2011	M13
NDU311712311712S              	311712	311712S	U	198212	          	1982	M12	2011	M13
NDU31181231181211             	311812	31181211	U	198006	          	1947	M01	2006	M06
NDU31181231181212             	311812	31181212	U	198006	          	1980	M06	2006	M06
NDU31181231181213             	311812	31181213	U	198006	          	1980	M06	2003	M13
NDU31181231181214             	311812	31181214	U	198006	          	1980	M06	2006	M06
NDU3118123118124              	311812	3118124	U	198006	          	1980	M06	2006	M13
NDU31181231181241             	311812	31181241	U	198006	          	1980	M06	2006	M06
NDU31181231181242             	311812	31181242	U	199906	          	1999	M06	2006	M06
NDU31181331181301             	311813	31181301	U	200912	          	2009	M12	2011	M13
NDU31181331181302             	311813	31181302	U	200912	          	2009	M12	2011	M13
NDU31181331181303             	311813	31181303	U	200912	          	2009	M12	2011	M13
NDU3118133118131              	311813	3118131	U	198212	          	1967	M01	2006	M13
NDU3118213118211              	311821	3118211	U	198306	          	1983	M06	2006	M13
NDU31182131182125             	311821	31182125	U	198306	          	1983	M06	2011	M13
NDU31182131182141             	311821	31182141	U	198306	          	1947	M01	2003	M13
NDU31182131182142             	311821	31182142	U	199812	          	1998	M12	2003	M13
NDU31182131182143             	311821	31182143	U	198306	          	1983	M06	2003	M13
NDU311822311822               	311822	311822	U	198506	          	1967	M01	2011	M13
NDU3118223118220              	311822	3118220	U	198506	          	1967	M01	2011	M13
NDU31182231182201             	311822	31182201	U	199206	          	1992	M06	2011	M13
NDU31182231182202             	311822	31182202	U	198506	          	1985	M06	2011	M13
NDU3118223118221              	311822	3118221	U	198506	          	1967	M01	2006	M13
NDU31182231182211             	311822	31182211	U	199206	          	1992	M06	2006	M13
NDU31182231182212             	311822	31182212	U	198506	          	1985	M06	2006	M13
NDU3118223118226              	311822	3118226	U	198506	          	1967	M01	2006	M06
NDU31182231182261             	311822	31182261	U	198506	          	1985	M06	2006	M06
NDU311822311822611            	311822	311822611	U	199206	          	1992	M06	2006	M06
NDU311822311822613            	311822	311822613	U	199806	          	1998	M06	2006	M06
NDU31182231182264             	311822	31182264	U	198506	          	1985	M06	2006	M06
NDU31182231182266             	311822	31182266	U	199206	          	1992	M06	2006	M06
NDU311822311822661            	311822	311822661	U	199206	          	1992	M06	2006	M05
NDU311822311822662            	311822	311822662	U	199206	          	1992	M06	2006	M06
NDU311822311822M              	311822	311822M	U	198506	          	1985	M06	2007	M13
NDU311822311822MM             	311822	311822MM	U	198506	          	1985	M06	2000	M13
