series_id	area_code	item_code	seasonal	periodicity_code	base_code	base_period	footnote_codes	begin_year	begin_period	end_year	end_period
MUSR0000SA0      	0000	SA0	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA0E     	0000	SA0E	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SA0L1    	0000	SA0L1	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA0L12   	0000	SA0L12	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA0L12E  	0000	SA0L12E	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA0L12E4 	0000	SA0L12E4	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA0L1E   	0000	SA0L1E	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SA0L2    	0000	SA0L2	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA0L22   	0000	SA0L22	S	R	S	DECEMBER 1982=100		1982	M12	1997	M12
MUSR0000SA0L5    	0000	SA0L5	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SA0LE    	0000	SA0LE	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SA1      	0000	SA1	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA11     	0000	SA11	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA111    	0000	SA111	S	R	S	1982-84=100		1952	M01	1997	M12
MUSR0000SA1111   	0000	SA1111	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SA1112   	0000	SA1112	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA11121  	0000	SA11121	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA111211 	0000	SA111211	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA1113   	0000	SA1113	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SA1114   	0000	SA1114	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA11141  	0000	SA11141	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA11142  	0000	SA11142	S	R	S	1982-84=100		1982	M01	1997	M12
MUSR0000SA1115   	0000	SA1115	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA2      	0000	SA2	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA21     	0000	SA21	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SA211    	0000	SA211	S	R	S	DECEMBER 1982=100		1982	M12	1997	M12
MUSR0000SA2112   	0000	SA2112	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA22     	0000	SA22	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SA221    	0000	SA221	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA23     	0000	SA23	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA231    	0000	SA231	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA3      	0000	SA3	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA31     	0000	SA31	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SA311    	0000	SA311	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA3111   	0000	SA3111	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA3112   	0000	SA3112	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA3114   	0000	SA3114	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SA4      	0000	SA4	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA41     	0000	SA41	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA415    	0000	SA415	S	R	S	1982-84=100		1985	M01	1997	M12
MUSR0000SA4151   	0000	SA4151	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SA4152   	0000	SA4152	S	R	S	1982-84=100		1985	M01	1997	M12
MUSR0000SA5      	0000	SA5	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SA51     	0000	SA51	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA512    	0000	SA512	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SA6      	0000	SA6	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA61     	0000	SA61	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA7      	0000	SA7	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA713    	0000	SA713	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SA7132   	0000	SA7132	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SAC      	0000	SAC	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SACE     	0000	SACE	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SACL1    	0000	SACL1	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SACL11   	0000	SACL11	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SACL1E   	0000	SACL1E	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SACL1E4  	0000	SACL1E4	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SAD      	0000	SAD	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SAN      	0000	SAN	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SAN1D    	0000	SAN1D	S	R	S	1982-84=100		1980	M01	1997	M12
MUSR0000SAN1S    	0000	SAN1S	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SANL1    	0000	SANL1	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SANL11   	0000	SANL11	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SANL113  	0000	SANL113	S	R	S	1982-84=100		1991	M01	1997	M12
MUSR0000SANL13   	0000	SANL13	S	R	S	1982-84=100		1991	M01	1997	M12
MUSR0000SAS      	0000	SAS	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SAS22    	0000	SAS22	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SAS24    	0000	SAS24	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SAS2LSRS 	0000	SAS2LSRS	S	R	S	DECEMBER 1982=100		1985	M01	1997	M12
MUSR0000SAS2RS   	0000	SAS2RS	S	R	S	DECEMBER 1982=100		1990	M01	1997	M12
MUSR0000SAS367   	0000	SAS367	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SAS4     	0000	SAS4	S	R	S	1982-84=100		1956	M01	1997	M12
MUSR0000SASL2RS  	0000	SASL2RS	S	R	S	DECEMBER 1982=100		1985	M01	1997	M12
MUSR0000SASL5    	0000	SASL5	S	R	S	1982-84=100		1983	M01	1997	M12
MUSR0000SASLE    	0000	SASLE	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE01     	0000	SE01	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE0101   	0000	SE0101	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE0102   	0000	SE0102	S	R	S	1982-84=100		1992	M01	1997	M12
MUSR0000SE0103   	0000	SE0103	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE02     	0000	SE02	S	R	S	1982-84=100		1992	M01	1997	M12
MUSR0000SE0206   	0000	SE0206	S	R	S	1982-84=100		1984	M01	1997	M12
MUSR0000SE03     	0000	SE03	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0301   	0000	SE0301	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0302   	0000	SE0302	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0303   	0000	SE0303	S	R	S	1982-84=100		1964	M01	1997	M12
MUSR0000SE0304   	0000	SE0304	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE0305   	0000	SE0305	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0306   	0000	SE0306	S	R	S	1982-84=100		1961	M01	1997	M12
MUSR0000SE04     	0000	SE04	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0401   	0000	SE0401	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0402   	0000	SE0402	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0403   	0000	SE0403	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE0404   	0000	SE0404	S	R	S	1982-84=100		1984	M01	1997	M12
MUSR0000SE0603   	0000	SE0603	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE07     	0000	SE07	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0702   	0000	SE0702	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE08     	0000	SE08	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE09     	0000	SE09	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE0901   	0000	SE0901	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE0902   	0000	SE0902	S	R	S	1982-84=100		1988	M01	1997	M12
MUSR0000SE10     	0000	SE10	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1001   	0000	SE1001	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE1002   	0000	SE1002	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1004   	0000	SE1004	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE11     	0000	SE11	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1101   	0000	SE1101	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1102   	0000	SE1102	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1103   	0000	SE1103	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1104   	0000	SE1104	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE12     	0000	SE12	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1201   	0000	SE1201	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1203   	0000	SE1203	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SE1204   	0000	SE1204	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE13     	0000	SE13	S	R	S	1982-84=100		1968	M01	1997	M12
MUSR0000SE1301   	0000	SE1301	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1303   	0000	SE1303	S	R	S	1982-84=100		1985	M01	1997	M12
MUSR0000SE14     	0000	SE14	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE1401   	0000	SE1401	S	R	S	1982-84=100		1991	M01	1997	M12
MUSR0000SE1402   	0000	SE1402	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE15     	0000	SE15	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE1501   	0000	SE1501	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1502   	0000	SE1502	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE16     	0000	SE16	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE17     	0000	SE17	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE1701   	0000	SE1701	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1705   	0000	SE1705	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE18     	0000	SE18	S	R	S	1982-84=100		1981	M01	1997	M12
MUSR0000SE1801   	0000	SE1801	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1803   	0000	SE1803	S	R	S	1982-84=100		1985	M01	1997	M12
MUSR0000SE1804   	0000	SE1804	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1806   	0000	SE1806	S	R	S	1982-84=100		1991	M01	1997	M12
MUSR0000SE19     	0000	SE19	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SE1901   	0000	SE1901	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1902   	0000	SE1902	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE1903   	0000	SE1903	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE20     	0000	SE20	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE2001   	0000	SE2001	S	R	S	1982-84=100		1969	M01	1997	M12
MUSR0000SE2002   	0000	SE2002	S	R	S	1982-84=100		1992	M01	1997	M12
MUSR0000SE2003   	0000	SE2003	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE2005   	0000	SE2005	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE200A   	0000	SE200A	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE2101   	0000	SE2101	S	R	S	1982-84=100		1981	M01	1997	M12
MUSR0000SE2102   	0000	SE2102	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE2103   	0000	SE2103	S	R	S	DECEMBER 1982=100		1984	M01	1997	M12
MUSR0000SE22     	0000	SE22	S	R	S	DECEMBER 1982=100		1983	M01	1997	M12
MUSR0000SE2201   	0000	SE2201	S	R	S	DECEMBER 1982=100		1983	M01	1997	M12
MUSR0000SE2202   	0000	SE2202	S	R	S	DECEMBER 1982=100		1990	M01	1997	M12
MUSR0000SE25     	0000	SE25	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE2501   	0000	SE2501	S	R	S	1982-84=100		1952	M01	1997	M12
MUSR0000SE26     	0000	SE26	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE2601   	0000	SE2601	S	R	S	1982-84=100		1952	M01	1997	M12
MUSR0000SE2602   	0000	SE2602	S	R	S	1982-84=100		1952	M01	1997	M12
MUSR0000SE27     	0000	SE27	S	R	S	1982-84=100		1992	M01	1997	M12
MUSR0000SE2702   	0000	SE2702	S	R	S	1982-84=100		1986	M01	1997	M12
MUSR0000SE2703   	0000	SE2703	S	R	S	DECEMBER 1983=100		1992	M01	1997	M12
MUSR0000SE2704   	0000	SE2704	S	R	S	DECEMBER 1983=100		1984	M01	1997	M12
MUSR0000SE28     	0000	SE28	S	R	S	1982-84=100		1969	M01	1997	M12
MUSR0000SE29     	0000	SE29	S	R	S	1982-84=100		1969	M01	1997	M12
MUSR0000SE2902   	0000	SE2902	S	R	S	1982-84=100		1980	M01	1997	M12
MUSR0000SE2904   	0000	SE2904	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3206   	0000	SE3206	S	R	S	DECEMBER 1990=100		1993	M01	1997	M12
MUSR0000SE33     	0000	SE33	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE3305   	0000	SE3305	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE34     	0000	SE34	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE3404   	0000	SE3404	S	R	S	DECEMBER 1986=100		1992	M01	1997	M12
MUSR0000SE35     	0000	SE35	S	R	S	1982-84=100		1991	M01	1996	M12
MUSR0000SE36     	0000	SE36	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3601   	0000	SE3601	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3603   	0000	SE3603	S	R	S	1982-84=100		1984	M01	1997	M12
MUSR0000SE3604   	0000	SE3604	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3605   	0000	SE3605	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE37     	0000	SE37	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE38     	0000	SE38	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3801   	0000	SE3801	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3802   	0000	SE3802	S	R	S	1982-84=100		1969	M01	1997	M12
MUSR0000SE3803   	0000	SE3803	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE3804   	0000	SE3804	S	R	S	1982-84=100		1980	M01	1997	M12
MUSR0000SE3805   	0000	SE3805	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE39     	0000	SE39	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE40     	0000	SE40	S	R	S	1982-84=100		1947	M01	1997	M12
MUSR0000SE4001   	0000	SE4001	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE4002   	0000	SE4002	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE4003   	0000	SE4003	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE41     	0000	SE41	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE43     	0000	SE43	S	R	S	DECEMBER 1986=100		1991	M01	1997	M12
MUSR0000SE4301   	0000	SE4301	S	R	S	DECEMBER 1986=100		1993	M01	1997	M12
MUSR0000SE4302   	0000	SE4302	S	R	S	DECEMBER 1986=100		1991	M01	1997	M12
MUSR0000SE44     	0000	SE44	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE4402   	0000	SE4402	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE45     	0000	SE45	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SE4501   	0000	SE4501	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SE4502   	0000	SE4502	S	R	S	DECEMBER 1983=100		1984	M01	1997	M12
MUSR0000SE4503   	0000	SE4503	S	R	S	DECEMBER 1986=100		1990	M01	1997	M12
MUSR0000SE46     	0000	SE46	S	R	S	1982-84=100		1953	M01	1997	M12
MUSR0000SE47     	0000	SE47	S	R	S	1982-84=100		1957	M01	1997	M12
MUSR0000SE4701   	0000	SE4701	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE48     	0000	SE48	S	R	S	1982-84=100		1991	M01	1997	M12
MUSR0000SE4801   	0000	SE4801	S	R	S	1982-84=100		1992	M01	1997	M12
MUSR0000SE49     	0000	SE49	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE4904   	0000	SE4904	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE50     	0000	SE50	S	R	S	1982-84=100		1985	M01	1997	M12
MUSR0000SE51     	0000	SE51	S	R	S	1982-84=100		1986	M01	1997	M12
MUSR0000SE53     	0000	SE53	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE5301   	0000	SE5301	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE5302   	0000	SE5302	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE54     	0000	SE54	S	R	S	1982-84=100		1969	M01	1997	M12
MUSR0000SE5503   	0000	SE5503	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE56     	0000	SE56	S	R	S	1982-84=100		1980	M01	1997	M12
MUSR0000SE5601   	0000	SE5601	S	R	S	1982-84=100		1980	M01	1997	M12
MUSR0000SE5604   	0000	SE5604	S	R	S	DECEMBER 1986=100		1989	M01	1997	M12
MUSR0000SE57     	0000	SE57	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE5701   	0000	SE5701	S	R	S	1982-84=100		1969	M01	1996	M12
MUSR0000SE5702   	0000	SE5702	S	R	S	DECEMBER 1986=100		1987	M01	1996	M12
MUSR0000SE5703   	0000	SE5703	S	R	S	DECEMBER 1986=100		1987	M01	1996	M12
MUSR0000SE59     	0000	SE59	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE60     	0000	SE60	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE61     	0000	SE61	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE6101   	0000	SE6101	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE6102   	0000	SE6102	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE62     	0000	SE62	S	R	S	1982-84=100		1989	M01	1997	M12
MUSR0000SE6201   	0000	SE6201	S	R	S	DECEMBER 1986=100		1989	M01	1997	M12
MUSR0000SE6202   	0000	SE6202	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUSR0000SE6203   	0000	SE6203	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE6204   	0000	SE6204	S	R	S	DECEMBER 1986=100		1989	M01	1997	M12
MUSR0000SE63     	0000	SE63	S	R	S	1982-84=100		1986	M01	1997	M12
MUSR0000SE6502   	0000	SE6502	S	R	S	1982-84=100		1991	M01	1997	M12
MUSR0000SE66     	0000	SE66	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SE67     	0000	SE67	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE6701   	0000	SE6701	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE6702   	0000	SE6702	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SE6703   	0000	SE6703	S	R	S	DECEMBER 1990=100		1991	M01	1997	M12
MUSR0000SE68     	0000	SE68	S	R	S	1982-84=100		1990	M01	1997	M12
MUSR0000SE6803   	0000	SE6803	S	R	S	DECEMBER 1986=100		1988	M01	1997	M12
MUSR0000SEED02   	0000	SEED02	S	R	S	DECEMBER 1997=100   		1999	M01	2009	M12
MUSR0000SEMA     	0000	SEMA	S	R	S	1982-84=100         		1969	M01	2009	M12
MUSR0000SEMB02   	0000	SEMB02	S	R	S	1982-84=100         		1989	M01	2009	M12
MUSR0000SS02042  	0000	SS02042	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS0206A  	0000	SS0206A	S	R	S	1982-84=100		1993	M01	1997	M12
MUSR0000SS04031  	0000	SS04031	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SS04041  	0000	SS04041	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS04042  	0000	SS04042	S	R	S	1982-84=100		1964	M01	1985	M12
MUSR0000SS10011  	0000	SS10011	S	R	S	1982-84=100		1947	M01	1986	M12
MUSR0000SS13013  	0000	SS13013	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS1301A  	0000	SS1301A	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS15011  	0000	SS15011	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS1804A  	0000	SS1804A	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS1804B  	0000	SS1804B	S	R	S	1982-84=100		1978	M01	1997	M12
MUSR0000SS18063  	0000	SS18063	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS2801A  	0000	SS2801A	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS33032  	0000	SS33032	S	R	S	1982-84=100		1993	M01	1997	M12
MUSR0000SS36013  	0000	SS36013	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS3601A  	0000	SS3601A	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS37016  	0000	SS37016	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS3701A  	0000	SS3701A	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS3901A  	0000	SS3901A	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS3901B  	0000	SS3901B	S	R	S	1982-84=100		1978	M01	1986	M12
MUSR0000SS450111 	0000	SS450111	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUSR0000SS450112 	0000	SS450112	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUSR0000SS450113 	0000	SS450113	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUSR0000SS450114 	0000	SS450114	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUSR0000SS450115 	0000	SS450115	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUSR0000SS47012  	0000	SS47012	S	R	S	1982-84=100		1974	M01	1991	M13
MUSR0000SS47014  	0000	SS47014	S	R	S	1982-84=100		1976	M01	1997	M12
MUSR0000SS47016  	0000	SS47016	S	R	S	1982-84=100		1983	M01	1997	M12
MUSR0000SS4701A  	0000	SS4701A	S	R	S	1982-84=100		1967	M01	1997	M12
MUSR0000SS5703   	0000	SS5703	S	R	S	DECEMBER 1986=100		1987	M01	1997	M12
MUUR0000AA0      	0000	AA0	U	R	A	1967=100		1913	M01	1998	M07
MUUR0000AA0R     	0000	AA0R	U	R	A	1967=100		1913	M01	1998	M07
MUUR0000SA0      	0000	SA0	U	R	S	1982-84=100		1913	M01	1998	M07
MUUR0000SA0E     	0000	SA0E	U	R	S	1982-84=100		1957	M01	1998	M07
MUUR0000SA0L1    	0000	SA0L1	U	R	S	1982-84=100		1935	M03	1998	M07
MUUR0000SA0L12   	0000	SA0L12	U	R	S	1982-84=100		1967	M01	1997	M13
MUUR0000SA0L12E  	0000	SA0L12E	U	R	S	1982-84=100		1967	M01	1997	M13
MUUR0000SA0L12E4 	0000	SA0L12E4	U	R	S	1982-84=100		1967	M01	1997	M13
MUUR0000SA0L1E   	0000	SA0L1E	U	R	S	1982-84=100		1957	M01	1998	M07
MUUR0000SA0L2    	0000	SA0L2	U	R	S	1982-84=100		1935	M03	1998	M07
MUUR0000SA0L22   	0000	SA0L22	U	R	S	DECEMBER 1982=100		1982	M12	1998	M07
MUUR0000SA0L5    	0000	SA0L5	U	R	S	1982-84=100		1957	M01	1998	M07
MUUR0000SA0LE    	0000	SA0LE	U	R	S	1982-84=100		1957	M01	1998	M07
MUUR0000SA0R     	0000	SA0R	U	R	S	1982-84=100		1913	M01	1998	M07
MUUR0000SA1      	0000	SA1	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA11     	0000	SA11	U	R	S	1982-84=100		1913	M01	1998	M07
MUUR0000SA111    	0000	SA111	U	R	S	1982-84=100		1947	M01	1998	M07
MUUR0000SA1111   	0000	SA1111	U	R	S	1982-84=100		1935	M01	1998	M07
MUUR0000SA1112   	0000	SA1112	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA11121  	0000	SA11121	U	R	S	1982-84=100		1935	M01	1997	M13
MUUR0000SA111211 	0000	SA111211	U	R	S	1982-84=100		1935	M01	1997	M13
MUUR0000SA1113   	0000	SA1113	U	R	S	1982-84=100		1935	M01	1998	M07
MUUR0000SA1114   	0000	SA1114	U	R	S	1982-84=100		1935	M01	1998	M07
MUUR0000SA11141  	0000	SA11141	U	R	S	1982-84=100		1935	M01	1997	M13
MUUR0000SA11142  	0000	SA11142	U	R	S	1982-84=100		1935	M01	1997	M13
MUUR0000SA1115   	0000	SA1115	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA2      	0000	SA2	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA21     	0000	SA21	U	R	S	1982-84=100		1952	M12	1998	M07
MUUR0000SA211    	0000	SA211	U	R	S	DECEMBER 1982=100		1982	M12	1998	M07
MUUR0000SA2112   	0000	SA2112	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA213    	0000	SA213	U	R	S	1982-84=100		1952	M12	1998	M07
MUUR0000SA22     	0000	SA22	U	R	S	1982-84=100		1952	M12	1998	M07
MUUR0000SA221    	0000	SA221	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA23     	0000	SA23	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA231    	0000	SA231	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA2313   	0000	SA2313	U	R	S	1982-84=100		1935	M03	1997	M13
MUUR0000SA3      	0000	SA3	U	R	S	1982-84=100		1913	M13	1998	M07
MUUR0000SA31     	0000	SA31	U	R	S	1982-84=100		1935	M03	1998	M07
MUUR0000SA311    	0000	SA311	U	R	S	1982-84=100		1947	M01	1997	M13
MUUR0000SA3111   	0000	SA3111	U	R	S	1982-84=100		1935	M13	1998	M07
MUUR0000SA3112   	0000	SA3112	U	R	S	1982-84=100		1935	M13	1998	M07
MUUR0000SA3114   	0000	SA3114	U	R	S	1982-84=100		1967	M01	1998	M07
MUUR0000SA4      	0000	SA4	U	R	S	1982-84=100		1935	M03	1998	M07
