series_id	area_code	item_code	seasonal	periodicity_code	base_code	base_period	footnote_codes	begin_year	begin_period	end_year	end_period
MUURA102SA1113   	A102	SA1113	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA1114   	A102	SA1114	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA1115   	A102	SA1115	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA2      	A102	SA2	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA21     	A102	SA21	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA102SA211    	A102	SA211	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA102SA2112   	A102	SA2112	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA22     	A102	SA22	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA102SA221    	A102	SA221	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA23     	A102	SA23	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA3      	A102	SA3	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA102SA31     	A102	SA31	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SA3111   	A102	SA3111	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA3112   	A102	SA3112	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA4      	A102	SA4	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA41     	A102	SA41	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA5      	A102	SA5	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SA512    	A102	SA512	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SA6      	A102	SA6	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA7      	A102	SA7	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SA712    	A102	SA712	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SAC      	A102	SAC	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SACL1    	A102	SACL1	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SACL11   	A102	SACL11	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SAD      	A102	SAD	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SAN      	A102	SAN	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SANL1    	A102	SANL1	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SANL11   	A102	SANL11	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SAS      	A102	SAS	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SASL2RS  	A102	SASL2RS	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA102SASL5    	A102	SASL5	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA102SE19     	A102	SE19	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA102SE20     	A102	SE20	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SE2101   	A102	SE2101	U	R	S	1982-84=100		1914	M12	1997	M13
MUURA102SE22     	A102	SE22	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA102SE2201   	A102	SE2201	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA102SE25     	A102	SE25	U	R	S	1982-84=100		1935	M03	1997	M13
MUURA102SE2501   	A102	SE2501	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA102SE2502   	A102	SE2502	U	R	S	DECEMBER 1986=100		1986	M12	1993	M05
MUURA102SE26     	A102	SE26	U	R	S	1982-84=100		1935	M03	1997	M13
MUURA102SE2601   	A102	SE2601	U	R	S	1982-84=100		1971	M05	1997	M13
MUURA102SE2602   	A102	SE2602	U	R	S	1982-84=100		1971	M05	1997	M13
MUURA102SE40     	A102	SE40	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SE4701   	A102	SE4701	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA102SE53     	A102	SE53	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA102SS47012  	A102	SS47012	U	R	S	1982-84=100		1973	M10	1989	M09
MUURA102SS47014  	A102	SS47014	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA102SS47015  	A102	SS47015	U	R	S	DECEMBER 1993=100		1993	M12	1997	M13
MUURA102SS47016  	A102	SS47016	U	R	S	1982-84=100		1981	M08	1997	M13
MUURA102SS4701A  	A102	SS4701A	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA103AA0      	A103	AA0	U	R	A	1967=100		1914	M12	1997	M13
MUURA103SA0      	A103	SA0	U	R	S	1982-84=100		1914	M12	1998	M07
MUURA103SA0E     	A103	SA0E	U	R	S	1982-84=100		1978	M01	1997	M13
MUURA103SA0L1E   	A103	SA0L1E	U	R	S	1982-84=100		1982	M01	1997	M13
MUURA103SA0L2    	A103	SA0L2	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA0L5    	A103	SA0L5	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SA0LE    	A103	SA0LE	U	R	S	1982-84=100		1978	M01	1997	M13
MUURA103SA1      	A103	SA1	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA11     	A103	SA11	U	R	S	1982-84=100		1914	M12	1997	M13
MUURA103SA111    	A103	SA111	U	R	S	1982-84=100		1953	M01	1997	M13
MUURA103SA1111   	A103	SA1111	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA1112   	A103	SA1112	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA11121  	A103	SA11121	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA1113   	A103	SA1113	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA1114   	A103	SA1114	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA1115   	A103	SA1115	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA2      	A103	SA2	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA21     	A103	SA21	U	R	S	1982-84=100		1952	M10	1997	M13
MUURA103SA211    	A103	SA211	U	R	S	NOVEMBER 1982=100		1982	M11	1997	M13
MUURA103SA2112   	A103	SA2112	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA22     	A103	SA22	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA103SA221    	A103	SA221	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA23     	A103	SA23	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA3      	A103	SA3	U	R	S	1982-84=100		1952	M10	1997	M13
MUURA103SA31     	A103	SA31	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SA3111   	A103	SA3111	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA3112   	A103	SA3112	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA4      	A103	SA4	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA41     	A103	SA41	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA5      	A103	SA5	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SA512    	A103	SA512	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SA6      	A103	SA6	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA7      	A103	SA7	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SA712    	A103	SA712	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SAC      	A103	SAC	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SACL1    	A103	SACL1	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SACL11   	A103	SACL11	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SAD      	A103	SAD	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SAN      	A103	SAN	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SANL1    	A103	SANL1	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SANL11   	A103	SANL11	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SAS      	A103	SAS	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SASL2RS  	A103	SASL2RS	U	R	S	NOVEMBER 1982=100		1982	M11	1997	M13
MUURA103SASL5    	A103	SASL5	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA103SE19     	A103	SE19	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA103SE20     	A103	SE20	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SE2101   	A103	SE2101	U	R	S	1982-84=100		1914	M12	1997	M13
MUURA103SE22     	A103	SE22	U	R	S	NOVEMBER 1982=100		1982	M11	1997	M13
MUURA103SE2201   	A103	SE2201	U	R	S	NOVEMBER 1982=100		1982	M11	1997	M13
MUURA103SE25     	A103	SE25	U	R	S	1982-84=100		1935	M03	1997	M13
MUURA103SE2501   	A103	SE2501	U	R	S	1982-84=100		1978	M01	1997	M13
MUURA103SE2502   	A103	SE2502	U	R	S	NOVEMBER 1986=100		1986	M11	1997	M13
MUURA103SE26     	A103	SE26	U	R	S	1982-84=100		1935	M03	1997	M13
MUURA103SE2601   	A103	SE2601	U	R	S	1982-84=100		1971	M05	1997	M13
MUURA103SE2602   	A103	SE2602	U	R	S	1982-84=100		1971	M05	1997	M13
MUURA103SE40     	A103	SE40	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SE4701   	A103	SE4701	U	R	S	1982-84=100		1978	M01	1997	M13
MUURA103SE53     	A103	SE53	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA103SS47012  	A103	SS47012	U	R	S	1982-84=100		1973	M10	1989	M08
MUURA103SS47014  	A103	SS47014	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA103SS47015  	A103	SS47015	U	R	S	DECEMBER 1993=100		1993	M12	1997	M13
MUURA103SS47016  	A103	SS47016	U	R	S	1982-84=100		1981	M08	1997	M13
MUURA103SS4701A  	A103	SS4701A	U	R	S	1982-84=100		1978	M01	1997	M13
MUURA104AA0      	A104	AA0	U	R	A	1967=100		1917	M12	1997	M13
MUURA104SA0      	A104	SA0	U	R	S	1982-84=100		1917	M12	1997	M13
MUURA104SA0E     	A104	SA0E	U	R	S	1982-84=100		1978	M04	1997	M13
MUURA104SA0L1E   	A104	SA0L1E	U	R	S	1982-84=100		1982	M02	1997	M13
MUURA104SA0L2    	A104	SA0L2	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA0L5    	A104	SA0L5	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SA0LE    	A104	SA0LE	U	R	S	1982-84=100		1978	M04	1997	M13
MUURA104SA1      	A104	SA1	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA11     	A104	SA11	U	R	S	1982-84=100		1917	M12	1997	M13
MUURA104SA111    	A104	SA111	U	R	S	1982-84=100		1953	M01	1997	M13
MUURA104SA1111   	A104	SA1111	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA1112   	A104	SA1112	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA11121  	A104	SA11121	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA1113   	A104	SA1113	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA1114   	A104	SA1114	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA1115   	A104	SA1115	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA2      	A104	SA2	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA21     	A104	SA21	U	R	S	1982-84=100		1952	M10	1997	M13
MUURA104SA211    	A104	SA211	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA104SA2112   	A104	SA2112	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA22     	A104	SA22	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA104SA221    	A104	SA221	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA23     	A104	SA23	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA3      	A104	SA3	U	R	S	1982-84=100		1952	M10	1997	M13
MUURA104SA31     	A104	SA31	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SA3111   	A104	SA3111	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA3112   	A104	SA3112	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA4      	A104	SA4	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA41     	A104	SA41	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA5      	A104	SA5	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SA512    	A104	SA512	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SA6      	A104	SA6	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA7      	A104	SA7	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SA712    	A104	SA712	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SAC      	A104	SAC	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SACL1    	A104	SACL1	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SACL11   	A104	SACL11	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SAD      	A104	SAD	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SAN      	A104	SAN	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SANL1    	A104	SANL1	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SANL11   	A104	SANL11	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SAS      	A104	SAS	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SASL2RS  	A104	SASL2RS	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA104SASL5    	A104	SASL5	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA104SE19     	A104	SE19	U	R	S	1982-84=100		1952	M12	1997	M13
MUURA104SE20     	A104	SE20	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SE2101   	A104	SE2101	U	R	S	1982-84=100		1917	M12	1997	M13
MUURA104SE22     	A104	SE22	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA104SE2201   	A104	SE2201	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA104SE25     	A104	SE25	U	R	S	1982-84=100		1978	M04	1997	M13
MUURA104SE2501   	A104	SE2501	U	R	S	1982-84=100		1978	M04	1997	M13
MUURA104SE2502   	A104	SE2502	U	R	S	DECEMBER 1986=100		1991	M11	1997	M13
MUURA104SE26     	A104	SE26	U	R	S	1982-84=100		1935	M01	1997	M13
MUURA104SE2601   	A104	SE2601	U	R	S	1982-84=100		1971	M05	1997	M13
MUURA104SE2602   	A104	SE2602	U	R	S	1982-84=100		1971	M05	1997	M13
MUURA104SE40     	A104	SE40	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SE4701   	A104	SE4701	U	R	S	1982-84=100		1978	M04	1997	M13
MUURA104SE53     	A104	SE53	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA104SS47012  	A104	SS47012	U	R	S	1982-84=100		1973	M10	1989	M09
MUURA104SS47014  	A104	SS47014	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA104SS47015  	A104	SS47015	U	R	S	DECEMBER 1993=100		1993	M12	1997	M13
MUURA104SS47016  	A104	SS47016	U	R	S	1982-84=100		1981	M08	1997	M13
MUURA104SS4701A  	A104	SS4701A	U	R	S	1982-84=100		1978	M04	1997	M13
MUURA105AA0      	A105	AA0	U	R	A	1967=100		1963	M11	1986	M13
MUURA105SA0      	A105	SA0	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA0E     	A105	SA0E	U	R	S	1982-84=100		1978	M02	1986	M13
MUURA105SA0L1E   	A105	SA0L1E	U	R	S	1982-84=100		1982	M02	1986	M13
MUURA105SA0L2    	A105	SA0L2	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SA0L5    	A105	SA0L5	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SA0LE    	A105	SA0LE	U	R	S	1982-84=100		1978	M02	1986	M13
MUURA105SA1      	A105	SA1	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SA11     	A105	SA11	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA111    	A105	SA111	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA1111   	A105	SA1111	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA1112   	A105	SA1112	U	R	S	1982-84=100		1976	M01	1986	M13
MUURA105SA11121  	A105	SA11121	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA1113   	A105	SA1113	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA1114   	A105	SA1114	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA1115   	A105	SA1115	U	R	S	1982-84=100		1976	M01	1986	M13
MUURA105SA2      	A105	SA2	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SA21     	A105	SA21	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA211    	A105	SA211	U	R	S	DECEMBER 1982=100		1982	M12	1986	M13
MUURA105SA2112   	A105	SA2112	U	R	S	1982-84=100		1976	M01	1986	M13
MUURA105SA22     	A105	SA22	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA221    	A105	SA221	U	R	S	1982-84=100		1976	M01	1986	M13
MUURA105SA23     	A105	SA23	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SA3      	A105	SA3	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA31     	A105	SA31	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SA3111   	A105	SA3111	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA3112   	A105	SA3112	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA4      	A105	SA4	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA41     	A105	SA41	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA5      	A105	SA5	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SA512    	A105	SA512	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SA6      	A105	SA6	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SA7      	A105	SA7	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SA712    	A105	SA712	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SAC      	A105	SAC	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SACL1    	A105	SACL1	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SACL11   	A105	SACL11	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SAD      	A105	SAD	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SAN      	A105	SAN	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SANL1    	A105	SANL1	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SANL11   	A105	SANL11	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SAS      	A105	SAS	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SASL2RS  	A105	SASL2RS	U	R	S	DECEMBER 1982=100		1982	M12	1986	M13
MUURA105SASL5    	A105	SASL5	U	R	S	1982-84=100		1966	M11	1986	M13
MUURA105SE19     	A105	SE19	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SE20     	A105	SE20	U	R	S	1982-84=100		1975	M11	1986	M13
MUURA105SE2101   	A105	SE2101	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SE22     	A105	SE22	U	R	S	DECEMBER 1982=100		1982	M12	1986	M13
MUURA105SE2201   	A105	SE2201	U	R	S	DECEMBER 1982=100		1982	M12	1986	M13
MUURA105SE25     	A105	SE25	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SE2501   	A105	SE2501	U	R	S	1982-84=100		1978	M02	1986	M13
MUURA105SE26     	A105	SE26	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SE2601   	A105	SE2601	U	R	S	1982-84=100		1971	M05	1986	M13
MUURA105SE2602   	A105	SE2602	U	R	S	1982-84=100		1971	M05	1986	M13
MUURA105SE40     	A105	SE40	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SE4701   	A105	SE4701	U	R	S	1982-84=100		1978	M02	1986	M13
MUURA105SE53     	A105	SE53	U	R	S	1982-84=100		1963	M11	1986	M13
MUURA105SS47012  	A105	SS47012	U	R	S	1982-84=100		1973	M10	1986	M13
MUURA105SS47014  	A105	SS47014	U	R	S	1982-84=100		1976	M01	1986	M13
MUURA105SS47016  	A105	SS47016	U	R	S	1982-84=100		1981	M08	1986	M13
MUURA105SS4701A  	A105	SS4701A	U	R	S	1982-84=100		1978	M02	1986	M13
MUURA200AA0      	A200	AA0	U	R	A	DECEMBER 1977=100		1977	M12	1997	M13
MUURA200SA0      	A200	SA0	U	R	S	1982-84=100		1977	M12	1998	M07
MUURA200SA0E     	A200	SA0E	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA0L1E   	A200	SA0L1E	U	R	S	1982-84=100		1982	M02	1997	M13
MUURA200SA0L2    	A200	SA0L2	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA0L5    	A200	SA0L5	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA0LE    	A200	SA0LE	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA1      	A200	SA1	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA11     	A200	SA11	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA111    	A200	SA111	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA1111   	A200	SA1111	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA1112   	A200	SA1112	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA1113   	A200	SA1113	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA1114   	A200	SA1114	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA1115   	A200	SA1115	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA2      	A200	SA2	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA21     	A200	SA21	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA211    	A200	SA211	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA200SA2112   	A200	SA2112	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA22     	A200	SA22	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA221    	A200	SA221	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA23     	A200	SA23	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA3      	A200	SA3	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA31     	A200	SA31	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA3111   	A200	SA3111	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA3112   	A200	SA3112	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA4      	A200	SA4	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA41     	A200	SA41	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA5      	A200	SA5	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA512    	A200	SA512	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA6      	A200	SA6	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA7      	A200	SA7	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SA712    	A200	SA712	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SAC      	A200	SAC	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SACL1    	A200	SACL1	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SACL11   	A200	SACL11	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SAD      	A200	SAD	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SAN      	A200	SAN	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SANL1    	A200	SANL1	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SANL11   	A200	SANL11	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SAS      	A200	SAS	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SASL2RS  	A200	SASL2RS	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA200SASL5    	A200	SASL5	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE19     	A200	SE19	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE20     	A200	SE20	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE2101   	A200	SE2101	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE22     	A200	SE22	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA200SE2201   	A200	SE2201	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
MUURA200SE25     	A200	SE25	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE2501   	A200	SE2501	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE2502   	A200	SE2502	U	R	S	DECEMBER 1986=100		1986	M12	1997	M13
MUURA200SE26     	A200	SE26	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE2601   	A200	SE2601	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE2602   	A200	SE2602	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE40     	A200	SE40	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE4701   	A200	SE4701	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SE53     	A200	SE53	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA200SS47012  	A200	SS47012	U	R	S	1982-84=100		1978	M06	1991	M04
MUURA200SS47014  	A200	SS47014	U	R	S	1982-84=100		1978	M06	1997	M13
MUURA200SS47015  	A200	SS47015	U	R	S	DECEMBER 1993=100		1993	M12	1997	M13
MUURA200SS47016  	A200	SS47016	U	R	S	1982-84=100		1981	M08	1997	M13
MUURA200SS4701A  	A200	SS4701A	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA207AA0      	A207	AA0	U	R	A	1967=100		1914	M12	1997	M13
MUURA207SA0      	A207	SA0	U	R	S	1982-84=100		1914	M12	1998	M07
MUURA207SA0E     	A207	SA0E	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA207SA0L1E   	A207	SA0L1E	U	R	S	1982-84=100		1982	M01	1997	M13
MUURA207SA0L2    	A207	SA0L2	U	R	S	1982-84=100		1975	M12	1997	M13
MUURA207SA0L5    	A207	SA0L5	U	R	S	1982-84=100		1967	M01	1997	M13
MUURA207SA0LE    	A207	SA0LE	U	R	S	1982-84=100		1977	M12	1997	M13
MUURA207SA1      	A207	SA1	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA207SA11     	A207	SA11	U	R	S	1982-84=100		1914	M12	1997	M13
MUURA207SA111    	A207	SA111	U	R	S	1982-84=100		1953	M01	1997	M13
MUURA207SA1111   	A207	SA1111	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA207SA1112   	A207	SA1112	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA207SA11121  	A207	SA11121	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA207SA1113   	A207	SA1113	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA207SA1114   	A207	SA1114	U	R	S	1982-84=100		1947	M01	1997	M13
MUURA207SA1115   	A207	SA1115	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA207SA2      	A207	SA2	U	R	S	1982-84=100		1976	M01	1997	M13
MUURA207SA21     	A207	SA21	U	R	S	1982-84=100		1952	M10	1997	M13
MUURA207SA211    	A207	SA211	U	R	S	DECEMBER 1982=100		1982	M12	1997	M13
